TrainShape:(1182, 837) #EPOCH: [[], 200, 'bert', 0.0005, 512, 0.7, 32] AVG: 0.7471979587364204 VAR: 0.00042197035270803555 F1: 0.745334385702423 SEED: 21054
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.3, 32) AVG: 0.7531229454306377 VAR: 0.0004310954009677381 F1: 0.7507944499024958 SEED: 31230
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.5, 32) AVG: 0.7492173069096145 VAR: 0.0004411646014071639 F1: 0.7471589359353704 SEED: 31230
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.7, 32) AVG: 0.7597406155098463 VAR: 0.0007034647427812227 F1: 0.7574563317606542 SEED: 31230
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.3, 32) AVG: 0.7551031589493129 VAR: 0.0004349020275018447 F1: 0.7535931725969636 SEED: 31230
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.5, 32) AVG: 0.7603589430512507 VAR: 0.0003261779296258734 F1: 0.7582589670771313 SEED: 31230
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.7, 32) AVG: 0.7551188128111206 VAR: 0.0003973253588529829 F1: 0.7526927460111265 SEED: 31230
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.3, 32) AVG: 0.7537999749538211 VAR: 0.0003206732749242617 F1: 0.7521443946222033 SEED: 31230
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.5, 32) AVG: 0.7590674994521148 VAR: 0.00042054842717964455 F1: 0.7575012155943445 SEED: 31230
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.7, 32) AVG: 0.751823674900598 VAR: 0.0005648806682653942 F1: 0.7499821962574427 SEED: 31230
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.3, 32) AVG: 0.753111205034282 VAR: 0.00032015543698141197 F1: 0.7516260799256193 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.5, 32) AVG: 0.760358943051251 VAR: 0.0006607444908651709 F1: 0.7591701433159929 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.7, 32) AVG: 0.749831720985567 VAR: 0.00027265402097123066 F1: 0.7481147456845041 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.3, 32) AVG: 0.7577251808021038 VAR: 0.0003194764523795457 F1: 0.7563528453436427 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.5, 32) AVG: 0.7511662127046742 VAR: 0.0003197188921830262 F1: 0.7498378269380672 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.7, 32) AVG: 0.7537843210920134 VAR: 0.0006175702960700787 F1: 0.7526111694636799 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.3, 32) AVG: 0.7524928774928775 VAR: 0.0004381989025249558 F1: 0.7508065823833635 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.5, 32) AVG: 0.7544417832879371 VAR: 0.000483868864242052 F1: 0.7532998329590808 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.7, 32) AVG: 0.7636540809617733 VAR: 0.00041961303530109424 F1: 0.762473116523299 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.3, 32) AVG: 0.7616660405121942 VAR: 0.0004122403535805159 F1: 0.7588010514069995 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.5, 32) AVG: 0.7498786825709902 VAR: 0.0007261730974682497 F1: 0.7477301774465982 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.7, 32) AVG: 0.7399580476503554 VAR: 0.0003859478717570436 F1: 0.7387481767948775 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.3, 32) AVG: 0.7550875050875052 VAR: 0.00048202396319296976 F1: 0.7530717117437071 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.5, 32) AVG: 0.7518041075733384 VAR: 0.0005664787493604084 F1: 0.7495565358054 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.7, 32) AVG: 0.7531464262233493 VAR: 0.0003875973813334281 F1: 0.7513161826559762 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.3, 32) AVG: 0.7511349049810588 VAR: 0.0005068973681174546 F1: 0.7486256474817138 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.5, 32) AVG: 0.7557527942143326 VAR: 0.00035217439903483644 F1: 0.7534653785280657 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.7, 32) AVG: 0.7491938261169031 VAR: 0.000505218698377719 F1: 0.7469480656890172 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.3, 32) AVG: 0.7458712939482169 VAR: 0.00021302853191816734 F1: 0.7436462276275462 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.5, 32) AVG: 0.74656789079866 VAR: 0.00031342213472487323 F1: 0.7442016458714868 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.7, 32) AVG: 0.7465757177295639 VAR: 0.0008877666543663715 F1: 0.7444538303069023 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.3, 32) AVG: 0.7491703453241915 VAR: 0.00023656317291457035 F1: 0.7471054033119005 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.5, 32) AVG: 0.7597210481825868 VAR: 0.0004783412060922512 F1: 0.7574723524962601 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.7, 32) AVG: 0.744587677279985 VAR: 0.0004219717004466767 F1: 0.7424916882189914 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.3, 32) AVG: 0.7498317209855672 VAR: 0.0005988825520570349 F1: 0.7477754633514127 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.5, 32) AVG: 0.7557527942143326 VAR: 0.0002199038980797651 F1: 0.753773938794987 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.7, 32) AVG: 0.7485285369900755 VAR: 0.0006263410422189959 F1: 0.7460664814865383 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.3, 32) AVG: 0.7472096991327759 VAR: 0.0006583751663321454 F1: 0.7456386351310296 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.5, 32) AVG: 0.7577408346639116 VAR: 0.0005388567846272311 F1: 0.7564950415325906 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.7, 32) AVG: 0.7531268588960898 VAR: 0.0003050539642344722 F1: 0.7516981626589332 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.3, 32) AVG: 0.7682602297986914 VAR: 0.000562862827844177 F1: 0.767014322966412 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.5, 32) AVG: 0.7583865564634795 VAR: 0.0005245991187920177 F1: 0.7569329932147566 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.7, 32) AVG: 0.7505048370432986 VAR: 0.00032568986445484705 F1: 0.7488273711905717 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.3, 32) AVG: 0.765653861807708 VAR: 0.0002728735492177948 F1: 0.763824490994068 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.5, 32) AVG: 0.7623469835008296 VAR: 0.0004145100679757124 F1: 0.7608046709603163 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.7, 32) AVG: 0.7564141698757084 VAR: 0.00024654458655970984 F1: 0.7547954717457727 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.3, 32) AVG: 0.7564259102720641 VAR: 0.0004513318192023891 F1: 0.7523535368839585 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.5, 32) AVG: 0.7577525750602674 VAR: 0.000508986608056287 F1: 0.7562692845039654 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.7, 32) AVG: 0.7603745969130585 VAR: 0.00030121088749617827 F1: 0.7585797204673548 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.3, 32) AVG: 0.7551109858802166 VAR: 0.000547919745018122 F1: 0.7530240849029647 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.5, 32) AVG: 0.758417864187095 VAR: 0.0006563435115898432 F1: 0.7562181456418497 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.7, 32) AVG: 0.7597210481825867 VAR: 0.0006881391778545915 F1: 0.7582179045872206 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.3, 32) AVG: 0.7550953320184088 VAR: 0.0003934890820687468 F1: 0.7528904156852758 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.5, 32) AVG: 0.7623391565699257 VAR: 0.00048769013211868187 F1: 0.7601744127132568 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.7, 32) AVG: 0.7584256911179988 VAR: 0.0006300943411854626 F1: 0.7559246845167658 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.3, 32) AVG: 0.7571146801916033 VAR: 0.0007617597993814473 F1: 0.7550526798269193 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.5, 32) AVG: 0.7531425127578975 VAR: 0.0007782728752039962 F1: 0.7518678166563739 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.7, 32) AVG: 0.7643271970195048 VAR: 0.0006009434894843806 F1: 0.7632965837904331 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.3, 32) AVG: 0.7557527942143325 VAR: 0.00010291592630604683 F1: 0.7537831339042302 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.5, 32) AVG: 0.7511544723083186 VAR: 0.0003719401501791148 F1: 0.7487649896209443 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.7, 32) AVG: 0.7525085313546852 VAR: 0.0011089259709913658 F1: 0.7504668197426254 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.3, 32) AVG: 0.7518197614351461 VAR: 0.0005121435020431488 F1: 0.7497623835103334 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.5, 32) AVG: 0.7610242321780782 VAR: 0.00039836905990968846 F1: 0.7593004598719683 SEED: 6944
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.7, 32) AVG: 0.7485246235246233 VAR: 0.00030903708326986384 F1: 0.7458853835627047 SEED: 6944
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.3, 32) AVG: 0.7551109858802167 VAR: 0.0006960301876047985 F1: 0.7537472267326772 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.5, 32) AVG: 0.7537843210920134 VAR: 0.0006629533732389237 F1: 0.7524579314616342 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.7, 32) AVG: 0.7452138317522934 VAR: 0.0005851834013673274 F1: 0.744056235649897 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.3, 32) AVG: 0.7570990263297955 VAR: 0.0007686480915818419 F1: 0.7553474166368802 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.5, 32) AVG: 0.7630122726276573 VAR: 0.0004935088099239312 F1: 0.7617120304611356 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.7, 32) AVG: 0.7570911993988916 VAR: 0.0006475092685726229 F1: 0.7556315616224368 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.3, 32) AVG: 0.7551305532074762 VAR: 0.0004155010847036762 F1: 0.7534598548663645 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.5, 32) AVG: 0.7570794590025359 VAR: 0.00038808752937326534 F1: 0.755663426197672 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.7, 32) AVG: 0.7524576563038101 VAR: 0.0008082835535283919 F1: 0.7511484127303445 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.3, 32) AVG: 0.7511427319119626 VAR: 0.0007361290572313061 F1: 0.7488201026413649 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.5, 32) AVG: 0.7498552017782788 VAR: 0.0006190846642171559 F1: 0.7466173539494089 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.7, 32) AVG: 0.7485324504555274 VAR: 0.00034463030946330645 F1: 0.7471183811062972 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.3, 32) AVG: 0.7524615697692622 VAR: 0.0003683284556613515 F1: 0.7502939485244267 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.5, 32) AVG: 0.7504813562505869 VAR: 0.0008275628629140988 F1: 0.7476537732119914 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.7, 32) AVG: 0.7557762750070444 VAR: 0.0002477014670319394 F1: 0.7535643157219988 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.3, 32) AVG: 0.7577447481293635 VAR: 0.000528002036341932 F1: 0.7557654647140386 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.5, 32) AVG: 0.7557449672834288 VAR: 0.00041849254377220594 F1: 0.7535019544931031 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.7, 32) AVG: 0.7485246235246235 VAR: 0.0005661690757769343 F1: 0.7458176883672096 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.3, 32) AVG: 0.7577251808021039 VAR: 0.0007710309853925613 F1: 0.7556447841634052 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.5, 32) AVG: 0.7518041075733384 VAR: 0.000294157129747027 F1: 0.7499098041016837 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.7, 32) AVG: 0.739977614977615 VAR: 0.0003297916457516013 F1: 0.7384543107953468 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.3, 32) AVG: 0.7517962806424345 VAR: 0.0005083381007259887 F1: 0.7499058329470741 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.5, 32) AVG: 0.752465483234714 VAR: 0.00033491639130822464 F1: 0.75040561986722 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.7, 32) AVG: 0.751823674900598 VAR: 0.0005111595609430562 F1: 0.7496183221614419 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.3, 32) AVG: 0.755095332018409 VAR: 0.00038459363946500056 F1: 0.7534240387910285 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.5, 32) AVG: 0.7584022103252873 VAR: 0.00024311924753965728 F1: 0.7565576191928102 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 512, 0.7, 32) AVG: 0.7472253529945837 VAR: 0.0005567568366647434 F1: 0.7454768427958425 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.3, 32) AVG: 0.7524537428383584 VAR: 0.0007155334360180798 F1: 0.7508895257954623 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.5, 32) AVG: 0.7504657023887793 VAR: 0.0003616696465952182 F1: 0.7491568564788825 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 128, 0.7, 32) AVG: 0.7550835916220532 VAR: 0.0003144611186963316 F1: 0.753750863291404 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.3, 32) AVG: 0.7564259102720643 VAR: 0.00048291880039055677 F1: 0.7547823520455235 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.5, 32) AVG: 0.7570794590025359 VAR: 0.0005981642073607308 F1: 0.7557122031713599 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 256, 0.7, 32) AVG: 0.7603706834476065 VAR: 0.00032005264127951845 F1: 0.7588992625722064 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.3, 32) AVG: 0.7603902507748662 VAR: 0.00039555387892947747 F1: 0.7588753780568998 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.5, 32) AVG: 0.7643232835540528 VAR: 0.00037074351141694046 F1: 0.7627224002244886 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0001, 512, 0.7, 32) AVG: 0.7557488807488806 VAR: 0.00039460053762264773 F1: 0.7543059593631262 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.3, 32) AVG: 0.7518197614351461 VAR: 0.0006366333852949808 F1: 0.7491109732094904 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.5, 32) AVG: 0.7603902507748662 VAR: 0.0007847705682415352 F1: 0.7582956261394946 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 128, 0.7, 32) AVG: 0.7630357534203688 VAR: 0.0005614478860523852 F1: 0.7619160133221768 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.3, 32) AVG: 0.7623626373626374 VAR: 0.00036874018981654925 F1: 0.7601217860759522 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.5, 32) AVG: 0.7551383801383802 VAR: 0.0009954483376634316 F1: 0.7527192943909047 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 256, 0.7, 32) AVG: 0.751823674900598 VAR: 0.0007671767285496217 F1: 0.7500891583583486 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.3, 32) AVG: 0.7643350239504085 VAR: 0.00024855908826474813 F1: 0.7618130631752122 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.5, 32) AVG: 0.7583982968598355 VAR: 0.00023730308142915022 F1: 0.7558696254452865 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.0005, 512, 0.7, 32) AVG: 0.7439380420149652 VAR: 0.0011056048366726952 F1: 0.7414006711178964 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.3, 32) AVG: 0.7629848783694937 VAR: 0.0006618236313220807 F1: 0.7610901396254578 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.5, 32) AVG: 0.7531346858269936 VAR: 0.0007898071288083656 F1: 0.7492616836194196 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 128, 0.7, 32) AVG: 0.7511583857737704 VAR: 0.0005182357401623454 F1: 0.7496604393450839 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.3, 32) AVG: 0.7557684480761404 VAR: 0.00036014627310357707 F1: 0.7533784718993498 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.5, 32) AVG: 0.7524459159074544 VAR: 0.0006168276308173668 F1: 0.7504290399560339 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 256, 0.7, 32) AVG: 0.7426231176231176 VAR: 0.0008509965460340316 F1: 0.7401336728725505 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.3, 32) AVG: 0.7570872859334398 VAR: 0.000352778063424857 F1: 0.7550201097387946 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.5, 32) AVG: 0.7590440186594033 VAR: 0.0006260452442174521 F1: 0.7572397947058329 SEED: 30459
TrainShape:(1182, 768) #EPOCH: ([], 200, 'only_bert', 0.001, 512, 0.7, 32) AVG: 0.7584296045834508 VAR: 0.0006132187542985828 F1: 0.7564517944329565 SEED: 30459
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.3, 32) AVG: 0.7570872859334398 VAR: 0.00085352465868345 F1: 0.7557173721329299 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.5, 32) AVG: 0.7603550295857988 VAR: 0.0007090363555890148 F1: 0.7591803741908858 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 128, 0.7, 32) AVG: 0.7597053943207789 VAR: 0.0004478944424258261 F1: 0.7581874561979544 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.3, 32) AVG: 0.7557645346106886 VAR: 0.0002071280708816739 F1: 0.7544651234064749 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.5, 32) AVG: 0.754449610218841 VAR: 0.00027020389338051963 F1: 0.7531834967546026 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 256, 0.7, 32) AVG: 0.7577290942675557 VAR: 0.0004897127815164204 F1: 0.756764088701281 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.3, 32) AVG: 0.7544613506151969 VAR: 0.00028839533263856485 F1: 0.7530345545659496 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.5, 32) AVG: 0.7584022103252872 VAR: 0.00041522185776134786 F1: 0.7568336777684711 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0001, 512, 0.7, 32) AVG: 0.7472175260636799 VAR: 0.0004440801889162209 F1: 0.7460220319725165 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.3, 32) AVG: 0.760343289189443 VAR: 0.0008385363347216102 F1: 0.758554385867782 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.5, 32) AVG: 0.7445915907454369 VAR: 0.0006617790027947704 F1: 0.7421932447905624 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 128, 0.7, 32) AVG: 0.7531464262233493 VAR: 0.0005757257373368084 F1: 0.7513880858665613 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.3, 32) AVG: 0.7537921480229172 VAR: 0.00045819413680349614 F1: 0.7519472262221889 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.5, 32) AVG: 0.7491546914623838 VAR: 0.0002450607875754722 F1: 0.7471421285290839 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 256, 0.7, 32) AVG: 0.7439067342913497 VAR: 0.00044442919196370837 F1: 0.7417683810678611 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.3, 32) AVG: 0.7583982968598353 VAR: 0.0007663850852494335 F1: 0.756671464919913 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.5, 32) AVG: 0.7531229454306377 VAR: 0.0002039710543731175 F1: 0.7509300782032535 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.0005, 512, 0.7, 32) AVG: 0.7570990263297958 VAR: 0.0006745374625426314 F1: 0.754638375391943 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.3, 32) AVG: 0.7550835916220531 VAR: 0.00042171752919092345 F1: 0.7528060421970779 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.5, 32) AVG: 0.7557449672834289 VAR: 0.00037180883755277 F1: 0.7540371485551807 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 128, 0.7, 32) AVG: 0.746571804264112 VAR: 0.0005452475162252564 F1: 0.7441030254679403 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.3, 32) AVG: 0.7610203187126265 VAR: 0.00046972927869015125 F1: 0.7591282155544841 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.5, 32) AVG: 0.7471901318055164 VAR: 0.00032494741361510166 F1: 0.7458329738863048 SEED: 718
TrainShape:(1182, 837) #EPOCH: ([], 200, 'bert', 0.001, 256, 0.7, 32) AVG: 0.7426113772267618 VAR: 0.0004284924275628296 F1: 0.7405473378818201 SEED: 718
