,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,characters_per_word,syll_per_word,words_per_sentence,sentences_per_paragraph,type_token_ratio,characters,syllables,words,wordtypes,sentences,paragraphs,long_words,complex_words,complex_words_dc,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
/home/lucas/Lux/res/readability/input_texts/134.txt,11.002755102040819,13.576989795918372,11.400832005102043,59.81545918367348,15.10612244897959,50.01020408163265,12.874208829065749,6.25,10.813230612244897,4.831632653061225,1.4438775510204083,24.5,1.0,0.6836734693877551,947,283,196,134,8,8,50,26,74,4,2,0,0,1,1,1,0,0
/home/lucas/Lux/res/readability/input_texts/135.txt,20.328559008509064,24.86857688987545,10.16206245837958,38.47123042298683,24.683709458626222,70.36632137131582,16.228756555322953,10.166666666666666,10.588123480083858,4.516093229744728,1.3895671476137625,50.05555555555556,1.0,0.5072142064372919,4069,1252,901,457,18,18,183,105,255,44,16,0,2,1,19,0,1,0
/home/lucas/Lux/res/readability/input_texts/136.txt,14.942631578947367,18.740210526315792,9.84896628421053,55.61342105263161,19.410526315789475,56.684210526315795,13.954451150103322,7.1,9.718115789473684,4.494736842105263,1.331578947368421,38.0,1.0,0.5868421052631579,1708,506,380,223,10,10,71,40,101,15,10,0,3,2,4,0,1,0
/home/lucas/Lux/res/readability/input_texts/137.txt,45.61062917398945,57.989428822495604,12.05191699384886,-29.25301933216167,51.70629173989455,138.40456942003516,25.978250586152114,28.0,16.1769641827768,4.781195079086116,1.4253075571177505,113.8,1.0,0.3664323374340949,5441,1622,1138,417,10,10,280,176,497,52,8,0,1,2,30,0,2,1
/home/lucas/Lux/res/readability/input_texts/138.txt,11.53137877247713,14.85410466542816,8.425720533113672,69.8953520102352,16.35476182130464,49.81606435556802,12.126766806510702,5.659574468085107,9.753834782151495,4.276112026359144,1.2313014827018123,32.287234042553195,1.0,0.28369028006589786,12978,3737,3035,861,94,94,532,261,868,98,36,6,5,4,32,0,1,1
/home/lucas/Lux/res/readability/input_texts/139.txt,20.90565476190476,26.191434624697337,10.851827531073447,37.129087469733676,24.620944309927363,74.7888418079096,15.399596767637245,11.958333333333334,11.715316303470543,4.630347054075868,1.3866020984665053,51.625,1.0,0.3922518159806295,5737,1718,1239,486,24,24,287,123,433,41,14,5,3,6,9,0,2,0
/home/lucas/Lux/res/readability/input_texts/140.txt,19.601428571428574,25.30932900432901,9.929426512987018,45.960238095238104,24.16969696969697,68.21645021645023,14.832159566199232,8.666666666666666,12.64217878787879,4.474025974025974,1.2857142857142858,51.333333333333336,1.0,0.6623376623376623,689,198,154,102,3,3,26,14,63,4,6,0,1,0,3,0,1,0
/home/lucas/Lux/res/readability/input_texts/141.txt,14.8665625,19.407890625,14.281620257812502,45.47218750000001,18.216666666666665,63.77083333333333,14.40175425099138,10.166666666666666,12.543022916666667,5.2734375,1.5234375,32.0,0.9230769230769231,0.5755208333333334,2025,585,384,221,12,13,122,52,178,8,5,0,1,0,12,0,0,0
/home/lucas/Lux/res/readability/input_texts/142.txt,11.450000000000003,16.0995,11.338240616666667,66.40500000000003,17.333333333333336,53.33333333333333,13.954451150103322,7.0,11.966833333333334,4.783333333333333,1.3,30.0,1.0,0.9,287,78,60,54,2,2,14,8,26,1,0,0,0,0,2,0,0,0
/home/lucas/Lux/res/readability/input_texts/143.txt,4.029624871531347,4.96647995889003,7.97461929136691,83.85606115107916,6.70524152106886,25.75590955806783,7.511889056386788,1.5714285714285714,9.070431963001027,4.5503597122302155,1.3345323741007193,9.928571428571429,1.0,0.6510791366906474,1265,371,278,181,28,28,44,19,87,4,1,1,1,2,1,1,1,0
/home/lucas/Lux/res/readability/input_texts/144.txt,32.229931970732295,40.3143539940739,12.1191312216968,3.1873724073290504,36.18993771542602,104.10488601318256,19.99744226283063,20.282608695652176,13.279821400495859,4.812795549374131,1.4695410292072322,78.15217391304348,1.0,0.3532684283727399,17302,5283,3595,1270,46,46,933,443,1313,123,27,2,0,18,56,0,4,2
/home/lucas/Lux/res/readability/input_texts/145.txt,32.497723311546835,40.380261437908494,13.224499302832243,-1.6752450980391842,35.13159041394336,107.43681917211329,19.1245154965971,23.666666666666668,14.345475163398694,5.0021786492374725,1.5468409586056644,76.5,1.0,0.4357298474945534,2296,710,459,200,6,6,142,52,201,15,2,0,0,0,14,0,0,0
/home/lucas/Lux/res/readability/input_texts/146.txt,30.824,37.502183333333335,15.712376985000006,-7.189666666666639,34.66666666666667,102.16666666666667,23.0,23.666666666666668,12.785466666666666,5.435,1.73,66.66666666666667,0.75,0.49,1087,346,200,98,3,4,71,40,74,6,4,0,0,0,5,0,0,0
/home/lucas/Lux/res/readability/input_texts/147.txt,487.8296551724139,624.8117080994388,12.565672015236565,-1181.3941379310345,504.4776263031276,1277.1523656776262,75.86974680894672,376.0,72.54065108259823,4.828388131515638,1.4482758620689655,1247.0,0.5,0.27906976744186046,6021,1806,1247,348,1,2,376,177,557,32,26,0,0,0,46,0,0,0
/home/lucas/Lux/res/readability/input_texts/148.txt,4.620000000000001,5.251071428571429,6.655196250000003,86.87500000000001,7.0285714285714285,28.285714285714285,6.872983346207417,2.0,9.406257142857143,4.178571428571429,1.25,14.0,1.0,0.9285714285714286,117,35,28,26,2,2,4,1,9,1,0,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/149.txt,15.68617171420171,19.350443251984707,10.801353493016759,49.720163187297864,19.710555718906207,60.589238459276686,14.447822132569469,8.631578947368421,11.173276506909733,4.657821229050279,1.405027932960894,37.68421052631579,1.0,0.48743016759776536,3335,1006,716,349,19,19,164,83,257,25,4,0,0,4,13,2,3,1
/home/lucas/Lux/res/readability/input_texts/150.txt,26.53419811320754,32.91914640783744,10.877524211084907,21.00855224963719,31.611175616835993,87.16473149492018,19.431676725154983,14.307692307692308,12.309068795355588,4.61438679245283,1.4139150943396226,65.23076923076923,1.0,0.47759433962264153,3913,1199,848,405,13,13,186,117,292,31,12,0,0,2,12,0,2,2
/home/lucas/Lux/res/readability/input_texts/151.txt,14.612649549235446,17.928282113861634,10.799984225232855,52.16445123773474,17.78912188075908,56.919883448722416,13.07326105267277,7.705882352941177,10.092359580614634,4.6689246401354785,1.41151566469094,34.73529411764706,1.0,0.40982218458933106,5514,1667,1181,484,34,34,262,115,354,56,14,0,0,2,34,0,6,2
/home/lucas/Lux/res/readability/input_texts/152.txt,11.96189959294437,15.153959294436909,9.888848504477618,63.544531886024444,16.719131614654003,52.24559023066486,13.180194675759576,6.636363636363637,11.227373812754408,4.534328358208955,1.328358208955224,30.454545454545453,1.0,0.582089552238806,1519,445,335,195,11,11,73,38,129,10,3,1,1,2,4,0,0,0
/home/lucas/Lux/res/readability/input_texts/153.txt,17.590929824561403,21.841973684210522,9.107072934210528,50.162842105263174,22.275087719298245,62.705263157894734,14.74734012447073,7.8,9.153216140350878,4.3464912280701755,1.3048245614035088,45.6,1.0,0.5592105263157895,1982,595,456,255,10,10,78,46,94,20,6,0,2,1,4,0,1,3
/home/lucas/Lux/res/readability/input_texts/154.txt,45.06708931698775,57.11658493870403,10.713515089316989,-24.64367425569175,49.953204903677765,136.26654991243433,22.131126469708992,25.2,14.029524028021017,4.553415061295972,1.3660245183887916,114.2,1.0,0.542907180385289,2600,780,571,310,5,5,126,61,171,15,7,0,0,1,4,0,1,0
/home/lucas/Lux/res/readability/input_texts/155.txt,20.569281221922733,24.700983827493268,12.780747795597485,28.504245283018875,23.454447439353103,71.84366576819407,16.41640786499874,12.0,11.798593620844565,4.971698113207547,1.5628930817610063,45.42857142857143,1.0,0.5817610062893082,1581,497,318,185,7,7,84,42,119,9,5,0,0,1,5,0,0,1
/home/lucas/Lux/res/readability/input_texts/156.txt,15.958461538461542,19.6675641025641,10.402428662393163,50.11153846153849,20.899145299145303,61.22222222222222,15.449899597988733,8.666666666666666,11.643976923076924,4.585470085470085,1.3846153846153846,39.0,1.0,0.6965811965811965,1073,324,234,163,6,6,52,31,90,8,0,0,0,0,3,0,1,0
/home/lucas/Lux/res/readability/input_texts/157.txt,16.516821862348177,20.777381916329283,10.475420105263161,49.96743252361676,20.515249662618086,63.838731443994604,14.180339887498949,9.333333333333334,10.728609581646424,4.5910931174089065,1.360323886639676,41.166666666666664,1.0,0.5668016194331984,1134,336,247,140,6,6,56,25,79,6,5,0,0,3,4,0,0,1
/home/lucas/Lux/res/readability/input_texts/158.txt,11.07263157894737,12.611578947368422,13.27908910526316,49.518421052631595,11.810526315789474,55.8421052631579,10.745966692414834,7.0,11.227321052631579,5.2105263157894735,1.631578947368421,19.0,1.0,0.8947368421052632,99,31,19,17,1,1,7,2,8,1,0,0,0,0,1,0,0,0
/home/lucas/Lux/res/readability/input_texts/159.txt,9.876416054267946,12.523749421861346,10.865088278688528,65.46475409836067,14.620299090395191,47.28100107919215,12.649012813540153,5.586206896551724,11.231920812991419,4.752608047690015,1.3934426229508197,23.137931034482758,1.0,0.5573770491803278,3189,935,671,374,29,29,162,90,274,24,9,2,0,4,11,0,0,0
/home/lucas/Lux/res/readability/input_texts/160.txt,23.481666666666673,28.64962777777778,11.507719445000003,25.661111111111126,27.302222222222227,79.55555555555556,17.54876856186346,13.333333333333334,11.697495555555557,4.735,1.475,55.55555555555556,1.0,0.411,4735,1475,1000,411,18,18,240,127,336,35,12,0,3,1,19,0,1,1
/home/lucas/Lux/res/readability/input_texts/161.txt,11.47578717201166,13.724606413994167,11.585113049562683,56.424059766763875,15.397667638483966,50.15597667638484,13.1418510567422,6.285714285714286,10.652108163265307,4.862973760932944,1.4839650145772594,24.5,1.0,0.5597667638483965,1668,509,343,192,14,14,88,48,126,11,4,0,1,2,10,0,5,0
/home/lucas/Lux/res/readability/input_texts/162.txt,20.538402061855667,25.326030927835056,11.685138046391756,34.19615979381446,24.96701030927835,73.75773195876289,17.230249470757705,12.25,11.576739175257732,4.778350515463917,1.458762886597938,48.5,1.0,0.6494845360824743,927,283,194,126,4,4,49,27,68,6,4,0,0,0,5,0,1,0
/home/lucas/Lux/res/readability/input_texts/163.txt,5.0797807017543875,7.922894736842107,9.87166615789474,84.02388157894738,9.208771929824563,35.30263157894737,9.123724356957945,3.0,10.16066842105263,4.719298245614035,1.280701754385965,14.25,1.0,0.5789473684210527,538,146,114,66,8,8,24,10,42,6,5,0,0,0,9,0,1,0
/home/lucas/Lux/res/readability/input_texts/164.txt,14.77140106951872,18.294986631016037,9.65518114572193,55.77239572192516,18.32898395721925,56.91871657754011,12.72111104761179,7.3,10.156767272727272,4.463903743315508,1.3368983957219251,37.4,1.0,0.43315508021390375,3339,1000,748,324,20,20,146,63,221,35,9,1,1,3,14,0,1,2
/home/lucas/Lux/res/readability/input_texts/165.txt,21.218064516129036,26.623037634408604,17.67186318548388,16.558763440860233,24.146236559139787,80.52688172043011,18.362291495737217,16.2,14.905955913978495,5.814516129032258,1.7532258064516129,41.333333333333336,1.0,0.5790322580645161,3605,1087,620,359,15,15,243,118,362,11,12,0,0,0,18,0,0,0
/home/lucas/Lux/res/readability/input_texts/166.txt,42.565634674922606,53.569169246646034,10.347313295665643,-18.34604747162021,48.5155830753354,129.02889576883385,23.97617696340303,23.0,14.451936945304437,4.493808049535604,1.369969040247678,107.66666666666667,1.0,0.5402476780185759,2903,885,646,349,6,6,138,88,224,26,5,0,1,0,11,0,2,0
/home/lucas/Lux/res/readability/input_texts/167.txt,21.876254589963285,27.054533790872533,13.23821328665414,26.3648286413709,25.923168386081485,79.23461269452702,18.081175699033423,14.720930232558139,12.59856216558839,5.040413533834586,1.5394736842105263,49.48837209302326,1.0,0.4276315789473684,10726,3276,2128,910,43,43,633,326,877,54,13,2,6,5,56,0,2,1
/home/lucas/Lux/res/readability/input_texts/168.txt,14.484577922077921,17.74571861471862,12.156990496103898,48.359247835497854,18.13203463203463,59.35606060606061,14.291589790636214,8.75,11.74889826839827,4.911688311688311,1.4883116883116883,32.083333333333336,1.0,0.6441558441558441,1891,573,385,248,12,12,105,51,159,7,6,0,0,2,11,0,0,0
/home/lucas/Lux/res/readability/input_texts/169.txt,12.131120173649936,14.743801223442738,10.389569101361573,59.275977767545896,15.429086364533317,49.76787476156022,12.20774721067277,6.043478260869565,10.221779326448727,4.6293494704992435,1.399394856278366,28.73913043478261,1.0,0.5068078668683812,3060,925,661,335,23,23,139,65,216,26,5,0,2,0,9,0,3,0
/home/lucas/Lux/res/readability/input_texts/170.txt,19.214308300395256,23.346503952569172,13.287179915217393,31.78824110671939,22.292490118577078,73.12252964426878,16.211565181516328,13.090909090909092,12.541573122529645,5.067391304347826,1.567391304347826,41.81818181818182,1.0,0.5956521739130435,2331,721,460,274,11,11,144,64,199,12,4,0,0,1,10,0,4,1
/home/lucas/Lux/res/readability/input_texts/171.txt,6.647619047619049,9.255714285714284,7.989639333333333,84.8057142857143,10.304761904761905,40.04761904761905,8.477225575051662,4.0,9.189528571428571,4.285714285714286,1.1904761904761905,21.0,1.0,0.47619047619047616,180,50,42,20,2,2,8,2,12,0,0,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/172.txt,16.993069279944496,20.16314435799594,13.484087417860156,35.4123642152733,20.805480945537443,63.38691213637941,16.3834841150884,9.941176470588236,11.886320665047823,5.124684077506318,1.6074136478517271,34.911764705882355,1.0,0.42881213142375735,6083,1908,1187,509,34,34,338,203,490,40,9,0,3,0,36,0,6,0
/home/lucas/Lux/res/readability/input_texts/173.txt,26.712857142857143,33.755714285714284,8.975882000000002,28.222142857142885,32.0,82.85714285714286,17.491376746189438,9.0,10.717642857142858,4.285714285714286,1.2714285714285714,70.0,1.0,0.7,300,89,70,49,1,1,9,7,16,7,4,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/174.txt,2.569991474850813,4.615831202046035,7.125184901960786,96.38409207161126,7.101449275362319,28.734015345268546,7.708918457934716,1.9565217391304348,11.740844416027281,4.352941176470588,1.1725490196078432,11.08695652173913,1.0,0.6627450980392157,1110,299,255,169,23,23,45,17,122,7,1,0,1,0,2,0,0,0
/home/lucas/Lux/res/readability/input_texts/175.txt,12.52758064516129,13.881956989247314,11.011625077419357,51.25803763440862,16.78494623655914,56.8010752688172,14.180339887498949,8.0,11.946930107526882,4.754838709677419,1.5290322580645161,25.833333333333332,1.0,0.6,737,237,155,93,6,6,48,25,69,1,0,0,0,0,6,0,3,0
/home/lucas/Lux/res/readability/input_texts/176.txt,17.739931856899492,22.442221202987817,10.128480350936972,48.29992792556679,22.218267592713932,65.25606080461276,14.864620970314675,9.076923076923077,10.852536220678811,4.521294718909711,1.332197614991482,45.15384615384615,1.0,0.4565587734241908,2654,782,587,268,13,13,118,61,185,25,5,0,0,4,6,0,1,0
/home/lucas/Lux/res/readability/input_texts/177.txt,29.634761904761906,36.211642857142856,12.041804307142861,7.273571428571458,34.285714285714285,95.0,21.16590212458495,17.5,12.559809523809525,4.807142857142857,1.519047619047619,70.0,1.0,0.6,2019,638,420,252,6,6,105,66,145,19,14,0,0,1,9,0,1,0
/home/lucas/Lux/res/readability/input_texts/178.txt,15.101196581196582,20.392179487179483,11.307021123931623,56.257692307692324,20.55726495726496,62.504273504273506,15.041594578792296,9.166666666666666,13.263464102564102,4.739316239316239,1.311965811965812,39.0,1.0,0.688034188034188,1109,307,234,161,6,6,55,29,114,6,2,0,0,0,4,0,0,0
/home/lucas/Lux/res/readability/input_texts/179.txt,17.495144404332127,22.278712394705174,9.306544675090258,51.85886582430809,21.49915764139591,68.18832731648615,13.246950765959598,10.166666666666666,11.96874933814681,4.379061371841155,1.2779783393501805,46.166666666666664,1.0,0.6173285198555957,1213,354,277,171,6,6,61,21,106,11,2,0,0,0,4,0,2,0
/home/lucas/Lux/res/readability/input_texts/180.txt,8.476074852507377,9.837732300884955,8.611649710914456,72.03057245575222,11.542846607669617,42.13145280235988,9.98212002188447,4.4375,10.463093215339233,4.389380530973451,1.3392330383480826,21.1875,1.0,0.5693215339233039,1488,454,339,193,16,16,71,26,124,5,3,1,3,1,0,0,2,0
/home/lucas/Lux/res/readability/input_texts/181.txt,7.174239130434785,9.090652173913046,13.565751000000006,53.86831521739132,4.039130434782609,53.57608695652174,5.738612787525831,2.75,14.906047826086956,5.869565217391305,1.7391304347826086,5.75,1.0,0.782608695652174,135,40,23,18,4,4,11,1,16,0,0,0,0,0,2,0,0,0
/home/lucas/Lux/res/readability/input_texts/182.txt,3.129999999999999,28.769375000000004,16.289465520833332,158.115,19.200000000000003,89.66666666666666,3.0,20.0,11.938550000000001,5.5625,0.0,48.0,1.0,0.7708333333333334,267,0,48,37,1,1,20,0,18,0,0,0,1,0,2,0,0,0
/home/lucas/Lux/res/readability/input_texts/183.txt,16.627799109199817,20.67561163159781,12.537219658485643,42.72838478472332,20.90994726872472,64.9641632109763,15.879532326182362,10.294117647058824,11.336696385603851,4.953524804177546,1.4892950391644908,37.549019607843135,1.0,0.4245430809399478,9486,2852,1915,813,51,51,525,282,708,86,41,1,4,7,59,0,11,2
/home/lucas/Lux/res/readability/input_texts/184.txt,20.76408219178082,27.077773972602735,7.795926297945208,50.21105479452058,25.003835616438355,74.83835616438355,11.48528137423857,9.6,11.724372876712328,4.0993150684931505,1.1506849315068493,58.4,1.0,0.6438356164383562,1197,336,292,188,5,5,48,12,96,8,7,0,0,1,7,0,0,0
/home/lucas/Lux/res/readability/input_texts/185.txt,2.4694088669950744,6.50778325123153,6.946928103448279,106.87362068965518,9.042364532019706,30.364532019704434,8.477225575051662,2.2857142857142856,8.814304926108374,4.172413793103448,0.9827586206896551,16.571428571428573,1.0,0.6724137931034483,484,114,116,78,7,7,16,7,32,6,0,0,3,0,0,0,1,0
/home/lucas/Lux/res/readability/input_texts/186.txt,28.186651785714286,35.37249828296703,11.659834515625004,15.737675137362672,32.70315934065934,93.25343406593406,19.290629680421052,16.76923076923077,12.993957383241758,4.743303571428571,1.4319196428571428,68.92307692307692,1.0,0.5122767857142857,4250,1283,896,459,13,13,218,115,337,21,4,0,0,3,7,0,1,2
/home/lucas/Lux/res/readability/input_texts/187.txt,32.58942429022082,39.94717665615142,10.980750397476342,2.5653351735015946,37.252050473186124,101.80520504731861,21.16590212458495,17.875,11.838569716088328,4.618296529968454,1.4637223974763407,79.25,1.0,0.4305993690851735,5856,1856,1268,546,16,16,286,176,343,58,29,1,8,2,38,0,1,0
/home/lucas/Lux/res/readability/input_texts/188.txt,10.686124260355033,13.416351084812625,9.068813248520716,68.61624753451679,16.000394477317553,49.468441814595664,13.0,6.0,10.63948382642998,4.408284023668639,1.2958579881656804,28.166666666666668,1.0,0.7218934911242604,745,219,169,122,6,6,36,20,60,6,2,0,0,0,1,0,0,0
/home/lucas/Lux/res/readability/input_texts/189.txt,12.599258312020464,15.385711636828646,10.70404686911765,57.391010230179035,15.355498721227622,52.8005115089514,11.846517369293828,6.869565217391305,10.954523017902815,4.677941176470588,1.411764705882353,29.565217391304348,1.0,0.49117647058823527,3181,960,680,334,23,23,158,60,252,21,13,0,1,1,9,0,6,0
/home/lucas/Lux/res/readability/input_texts/190.txt,16.760636815920396,20.626567164179107,10.873245686567167,46.49767164179106,20.358606965174133,61.344278606965176,14.357816691600547,8.5,10.85447472636816,4.661691542288557,1.4129353233830846,40.2,1.0,0.599502487562189,1874,568,402,241,10,10,85,43,133,21,4,0,1,0,5,0,2,0
/home/lucas/Lux/res/readability/input_texts/191.txt,6.799135802469138,8.125370370370373,8.216289438271609,78.37611111111113,9.91604938271605,35.28395061728395,9.055300708194984,3.111111111111111,8.330596296296296,4.364197530864198,1.3024691358024691,18.0,1.0,0.6234567901234568,707,211,162,101,9,9,28,11,39,3,0,0,0,0,1,0,0,0
/home/lucas/Lux/res/readability/input_texts/192.txt,13.2071875,15.470625000000005,9.366432312500002,57.36906250000002,18.425,50.75,14.61895003862225,6.0,10.40479375,4.4375,1.3828125,32.0,1.0,0.71875,568,177,128,92,4,4,24,18,42,2,6,0,3,0,3,0,0,0
/home/lucas/Lux/res/readability/input_texts/193.txt,25.051111111111116,31.178000000000004,11.929359466666668,22.32500000000003,28.888888888888893,82.77777777777777,17.832396974191326,13.666666666666666,11.78811111111111,4.8,1.461111111111111,60.0,1.0,0.65,864,263,180,117,3,3,41,22,59,6,5,0,0,0,5,0,1,0
/home/lucas/Lux/res/readability/input_texts/194.txt,28.552011796272186,36.422602959387795,15.351507061823266,6.252269432889875,32.39821230114628,102.5463515701902,20.63261440935776,24.386363636363637,14.871943292160163,5.375480265455815,1.5902899056933286,65.06818181818181,1.0,0.32727907789032484,15390,4553,2863,937,44,44,1073,456,1452,26,14,0,0,0,114,0,3,0
/home/lucas/Lux/res/readability/input_texts/195.txt,18.825402597402597,23.221818181818186,10.463551441558444,42.38096103896106,23.847965367965372,68.27792207792209,16.638181696985853,10.2,11.943258095238095,4.575757575757576,1.3896103896103895,46.2,1.0,0.6926406926406926,1057,321,231,160,5,5,51,31,88,8,0,0,0,0,3,0,1,0
/home/lucas/Lux/res/readability/input_texts/196.txt,19.22263513513514,23.233702702702708,10.447870735135137,39.62206081081084,23.040540540540544,66.25,15.549900398011133,9.25,11.136932432432433,4.572972972972973,1.4216216216216215,46.25,1.0,0.6324324324324324,846,263,185,117,4,4,37,21,61,8,1,0,0,0,4,0,2,0
/home/lucas/Lux/res/readability/input_texts/197.txt,27.347374100719424,34.37946043165468,10.063604895683454,22.78242805755397,31.828776978417267,91.08273381294964,17.491376746189438,15.0,12.252369064748201,4.471223021582734,1.341726618705036,69.5,1.0,0.6438848920863309,1243,373,278,179,4,4,60,28,91,10,5,0,0,1,5,0,2,0
/home/lucas/Lux/res/readability/input_texts/198.txt,28.55890070921986,37.26978723404255,13.053670056737591,15.877500000000026,33.02269503546099,99.57801418439716,18.968719422671313,20.5,13.852448936170212,4.9787234042553195,1.4113475177304964,70.5,1.0,0.7092198581560284,702,199,141,100,2,2,41,17,60,5,1,0,0,0,1,0,0,0
/home/lucas/Lux/res/readability/input_texts/199.txt,52.486421327757455,66.374162746123,13.975032964453739,-54.0884896323401,58.64532496950689,157.4862868095487,30.018512172212592,38.2,18.133664049485972,5.103502352326189,1.5541035023523262,127.53333333333333,1.0,0.32462101411395716,9763,2973,1913,621,15,15,573,365,990,56,12,0,0,3,35,0,5,2
/home/lucas/Lux/res/readability/input_texts/200.txt,12.811411217510258,16.063461012311897,11.741999077975375,55.290736525307814,16.073564979480164,55.23179206566347,12.797958971132712,7.6,10.940552290013681,4.856361149110807,1.4404924760601916,29.24,1.0,0.493844049247606,3550,1053,731,361,25,25,190,80,271,22,11,0,2,5,16,0,2,1
/home/lucas/Lux/res/readability/input_texts/201.txt,25.01769841269841,31.526666666666664,10.515544523809524,27.907857142857154,29.00952380952381,84.03174603174602,16.41640786499874,13.25,11.899315873015873,4.555555555555555,1.3591269841269842,63.0,1.0,0.5853174603174603,2296,685,504,295,8,8,106,48,164,13,6,0,1,2,8,0,1,0
/home/lucas/Lux/res/readability/input_texts/202.txt,15.278993115318421,19.52192771084338,8.705851373493978,59.435735800344254,19.904647160068848,58.195352839931154,13.1418510567422,6.928571428571429,10.233505851979345,4.289156626506024,1.2444061962134252,41.5,1.0,0.5077452667814114,2492,723,581,295,14,14,97,48,167,16,12,0,1,2,1,1,2,2
/home/lucas/Lux/res/readability/input_texts/203.txt,6.083333333333332,7.475536130536128,8.83471117676768,78.57576923076925,8.92059052059052,28.867132867132867,8.683985600588052,2.076923076923077,10.53250170940171,4.52020202020202,1.3333333333333333,15.23076923076923,0.9285714285714286,0.6868686868686869,895,264,198,136,13,14,27,14,77,6,0,0,1,1,3,0,0,0
/home/lucas/Lux/res/readability/input_texts/204.txt,63.68920245398773,80.96159509202454,10.098245036809818,-71.23699386503066,69.12638036809817,180.7914110429448,24.908902300206645,29.0,16.66172944785276,4.435582822085889,1.3312883435582823,163.0,1.0,0.7239263803680982,723,217,163,118,1,1,29,16,51,4,3,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/205.txt,12.659798124711795,13.737445304093868,12.340989754829124,45.63215453194653,15.909801711328583,52.62740175231849,13.739870929680995,6.827586206896552,11.497725516216633,5.00297176820208,1.6270430906389302,23.20689655172414,1.0,0.3573551263001486,6734,2190,1346,481,58,58,396,223,572,25,20,0,17,4,44,2,1,5
/home/lucas/Lux/res/readability/input_texts/206.txt,10.636324786324789,12.583846153846153,9.29440507692308,65.11423076923079,14.160683760683762,43.09401709401709,11.563488385776754,4.444444444444445,10.054476068376069,4.461538461538462,1.3632478632478633,26.0,1.0,0.6068376068376068,1044,319,234,142,9,9,40,22,76,10,4,0,1,0,4,0,1,0
/home/lucas/Lux/res/readability/input_texts/207.txt,17.477093596059117,18.7726354679803,12.807108086206899,28.79155172413796,22.22266009852217,65.47044334975371,17.92840054584358,10.714285714285714,12.018359852216749,5.017241379310345,1.706896551724138,33.142857142857146,1.0,0.6293103448275862,1164,396,232,146,7,7,75,52,99,7,4,0,0,0,2,0,2,0
/home/lucas/Lux/res/readability/input_texts/208.txt,15.602696253877358,18.745898353614884,11.879995000000001,44.890114531138174,19.838797423049392,61.40801717967072,15.468141218904503,9.272727272727273,11.363781221665475,4.853018372703412,1.4986876640419948,34.63636363636363,1.0,0.5721784776902887,1849,571,381,218,11,11,102,57,145,12,1,0,0,2,9,1,3,0
/home/lucas/Lux/res/readability/input_texts/209.txt,16.942705167173255,20.408920972644374,10.549605535460994,45.34500000000002,19.66038500506586,62.271529888551164,13.350983390135314,8.857142857142858,10.618040222897669,4.6063829787234045,1.425531914893617,40.285714285714285,1.0,0.6560283687943262,1299,402,282,185,7,7,62,25,89,13,5,0,2,0,4,0,0,0
/home/lucas/Lux/res/readability/input_texts/210.txt,2.645454545454548,0.7690909090909095,2.356187727272733,95.68818181818182,8.036363636363637,29.181818181818183,8.477225575051662,2.0,7.053009090909091,3.5454545454545454,1.1818181818181819,11.0,1.0,0.9090909090909091,39,13,11,10,1,1,2,1,2,0,1,0,0,0,0,0,0,0
/home/lucas/Lux/res/readability/input_texts/211.txt,9.042644320297953,11.196120422098076,11.026827519553077,65.65559900682807,10.86058348851645,45.02855369335816,9.582805886043833,5.0,11.0624860955928,4.815642458100559,1.4301675977653632,19.88888888888889,1.0,0.5586592178770949,862,256,179,100,9,9,45,13,73,2,0,0,0,3,1,0,1,0
/home/lucas/Lux/res/readability/input_texts/212.txt,20.047313943541486,24.440047048759624,11.059484775449103,36.31757485029943,23.75637296834902,70.76817792985457,15.928374110570019,11.0,12.385314200171086,4.673652694610778,1.4431137724550898,47.714285714285715,1.0,0.5044910179640718,3122,964,668,337,14,14,154,78,270,13,4,0,1,2,11,0,2,0
/home/lucas/Lux/res/readability/input_texts/213.txt,17.857296819787987,21.892061248527675,8.213258212014136,51.04351884570085,23.106949352179033,65.18786808009423,15.24744871391589,8.5,9.77003027090695,4.190812720848056,1.2756183745583038,47.166666666666664,1.0,0.5936395759717314,1186,361,283,168,6,6,51,30,68,11,3,0,0,1,1,0,0,1
/home/lucas/Lux/res/readability/input_texts/214.txt,11.470674121405754,14.293929712460063,8.313727738019171,68.57220926517574,15.587092651757189,49.19137380191694,11.48528137423857,5.6,10.233708434504791,4.261980830670926,1.2587859424920127,31.3,1.0,0.5623003194888179,1334,394,313,176,10,10,56,24,100,14,4,0,0,1,4,0,0,0
/home/lucas/Lux/res/readability/input_texts/215.txt,121.94419354838709,155.1904193548387,11.094165977419358,-227.07370967741932,128.1290322580645,331.61290322580646,33.983866769659336,67.0,23.749499999999998,4.590322580645161,1.4096774193548387,310.0,1.0,0.603225806451613,1423,437,310,187,1,1,67,32,93,18,2,0,0,0,4,0,0,0
